File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Restricted	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF260CUI	tsv	gene quantifications	ENCSR000AFZ	RNA-seq	UBERON:0001134	skeletal muscle tissue	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF001RMI, ENCFF982OYH	1395367	ENCODE Processing Pipeline	502d8fe2db90ff299322793fea119d95		https://www.encodeproject.org/files/ENCFF260CUI/@@download/ENCFF260CUI.tsv	hg19			released			missing RIN		
ENCFF206SHD	tsv	gene quantifications	ENCSR000AFZ	RNA-seq	UBERON:0001134	skeletal muscle tissue	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF001RMB, ENCFF426MTM	1489512	ENCODE Processing Pipeline	717aa5cfbac3a5697d53ec226d8eecaa		https://www.encodeproject.org/files/ENCFF206SHD/@@download/ENCFF206SHD.tsv	GRCh38			released			missing RIN		
ENCFF306DTG	tsv	gene quantifications	ENCSR000AFZ	RNA-seq	UBERON:0001134	skeletal muscle tissue	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF001RMI, ENCFF426MTM	1484952	ENCODE Processing Pipeline	ee7d080ff091875b71bcb5eadf53ab45		https://www.encodeproject.org/files/ENCFF306DTG/@@download/ENCFF306DTG.tsv	GRCh38			released			missing RIN		
ENCFF642NFJ	tsv	gene quantifications	ENCSR000AGB	RNA-seq	UBERON:0002240	spinal cord	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF001RLU, ENCFF048QLB	1414184	ENCODE Processing Pipeline	c1ff0a964f1439f793cee167e4d3010b		https://www.encodeproject.org/files/ENCFF642NFJ/@@download/ENCFF642NFJ.tsv	hg19			released		low replicate concordance	missing RIN		
ENCFF433KRS	tsv	gene quantifications	ENCSR000AGB	RNA-seq	UBERON:0002240	spinal cord	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF001RLX, ENCFF048QLB	1424095	ENCODE Processing Pipeline	36201dccf531a618210710d7f1aab8ee		https://www.encodeproject.org/files/ENCFF433KRS/@@download/ENCFF433KRS.tsv	hg19			released		low replicate concordance	missing RIN		
ENCFF136QQG	tsv	gene quantifications	ENCSR000AGB	RNA-seq	UBERON:0002240	spinal cord	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF001RLU, ENCFF426MTM	1490708	ENCODE Processing Pipeline	d9eb39c78f8477ff73003ad82a32a39f		https://www.encodeproject.org/files/ENCFF136QQG/@@download/ENCFF136QQG.tsv	GRCh38			released		low replicate concordance	missing RIN		
ENCFF954DDW	tsv	gene quantifications	ENCSR000AGB	RNA-seq	UBERON:0002240	spinal cord	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF001RLX, ENCFF426MTM	1500595	ENCODE Processing Pipeline	7e3de284a03e0d237c955d1e5dac4290		https://www.encodeproject.org/files/ENCFF954DDW/@@download/ENCFF954DDW.tsv	GRCh38			released		low replicate concordance	missing RIN		
ENCFF275QHE	tsv	gene quantifications	ENCSR000AFW	RNA-seq	UBERON:0002048	lung	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF001RMQ, ENCFF982OYH	1406990	ENCODE Processing Pipeline	15446366631bb73125b403c8e8afd597		https://www.encodeproject.org/files/ENCFF275QHE/@@download/ENCFF275QHE.tsv	hg19			released		low replicate concordance	missing RIN		
ENCFF208DUJ	tsv	gene quantifications	ENCSR000AFW	RNA-seq	UBERON:0002048	lung	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF001RMH, ENCFF982OYH	1408917	ENCODE Processing Pipeline	4649f9ec2d877abead748424c812cba6		https://www.encodeproject.org/files/ENCFF208DUJ/@@download/ENCFF208DUJ.tsv	hg19			released		low replicate concordance	missing RIN		
ENCFF106VYG	tsv	gene quantifications	ENCSR000AFW	RNA-seq	UBERON:0002048	lung	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF001RMQ, ENCFF426MTM	1496671	ENCODE Processing Pipeline	fba4791f1847928ecf5c54d3b8061167		https://www.encodeproject.org/files/ENCFF106VYG/@@download/ENCFF106VYG.tsv	GRCh38			released		low replicate concordance	missing RIN		
ENCFF502JOS	tsv	gene quantifications	ENCSR000AFW	RNA-seq	UBERON:0002048	lung	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF001RMH, ENCFF426MTM	1498466	ENCODE Processing Pipeline	cb9360b369aa84a2edee6bf62f5036f1		https://www.encodeproject.org/files/ENCFF502JOS/@@download/ENCFF502JOS.tsv	GRCh38			released		low replicate concordance	missing RIN		
ENCFF990DXI	tsv	gene quantifications	ENCSR000CVN	RNA-seq	CL:0001054	CD14-positive monocyte	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-07-09	ENCODE				1							ENCFF000KAU, ENCFF426MTM	1489370	ENCODE Processing Pipeline	06a98777196a18c86cc95d8e86fc2b85		https://www.encodeproject.org/files/ENCFF990DXI/@@download/ENCFF990DXI.tsv	GRCh38			released		low read depth	missing RIN	insufficient read length	
ENCFF897LPG	tsv	gene quantifications	ENCSR000CVN	RNA-seq	CL:0001054	CD14-positive monocyte	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-07-09	ENCODE				2							ENCFF000KAV, ENCFF426MTM	1489036	ENCODE Processing Pipeline	c5004f471d2aa43d43e30b8701fd22cd		https://www.encodeproject.org/files/ENCFF897LPG/@@download/ENCFF897LPG.tsv	GRCh38			released		low read depth	missing RIN	insufficient read length	
ENCFF243BUN	tsv	gene quantifications	ENCSR000CVN	RNA-seq	CL:0001054	CD14-positive monocyte	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-07-09	ENCODE				1							ENCFF000KAU, ENCFF982OYH	1399690	ENCODE Processing Pipeline	964cf1e6d727745fab372115e12085eb		https://www.encodeproject.org/files/ENCFF243BUN/@@download/ENCFF243BUN.tsv	hg19			released		low read depth	missing RIN	insufficient read length	
ENCFF640YKF	tsv	gene quantifications	ENCSR000CVN	RNA-seq	CL:0001054	CD14-positive monocyte	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-07-09	ENCODE				2							ENCFF000KAV, ENCFF982OYH	1399348	ENCODE Processing Pipeline	ac4541d91a6bedcb282ce107f2ae3b11		https://www.encodeproject.org/files/ENCFF640YKF/@@download/ENCFF640YKF.tsv	hg19			released		low read depth	missing RIN	insufficient read length	
ENCFF811KME	tsv	gene quantifications	ENCSR000AFK	RNA-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF353XAL, ENCFF826ONU	9521539	ENCODE Processing Pipeline	2403f7e6fd35fded500e72cb035250ad		https://www.encodeproject.org/files/ENCFF811KME/@@download/ENCFF811KME.tsv	hg19			released		low replicate concordance	missing RIN, inconsistent assay_term_name		
ENCFF690LJG	tsv	gene quantifications	ENCSR000AFK	RNA-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF739XMO, ENCFF826ONU	9496268	ENCODE Processing Pipeline	3775b3c01fe2f2e93bbea1ca191b7874		https://www.encodeproject.org/files/ENCFF690LJG/@@download/ENCFF690LJG.tsv	hg19			released		low replicate concordance	missing RIN, inconsistent assay_term_name		
ENCFF734HNL	tsv	gene quantifications	ENCSR000AFK	RNA-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF500XAV, ENCFF940AZB	9857989	ENCODE Processing Pipeline	dd05b1d6b5623155c48d55644b422b5d		https://www.encodeproject.org/files/ENCFF734HNL/@@download/ENCFF734HNL.tsv	GRCh38			released		low replicate concordance	missing RIN, inconsistent assay_term_name		
ENCFF860IOK	tsv	gene quantifications	ENCSR000AFK	RNA-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF317CSP, ENCFF940AZB	9884373	ENCODE Processing Pipeline	fe6452d3f7e2474a8b5df5eb1e154503		https://www.encodeproject.org/files/ENCFF860IOK/@@download/ENCFF860IOK.tsv	GRCh38			released		low replicate concordance	missing RIN, inconsistent assay_term_name		
ENCFF088RDE	tsv	gene quantifications	ENCSR109IQO	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2015-10-01	ENCODE				2							ENCFF135LDM, ENCFF826ONU	9567525	ENCODE Processing Pipeline	4745ed1302b4831957bdf0c0da6f849c		https://www.encodeproject.org/files/ENCFF088RDE/@@download/ENCFF088RDE.tsv	hg19			released			inconsistent assay_term_name		
ENCFF139IXQ	tsv	gene quantifications	ENCSR109IQO	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2015-10-01	ENCODE				1							ENCFF166WYC, ENCFF826ONU	9577655	ENCODE Processing Pipeline	6e9004d813e1722cc1ae17620b8180b3		https://www.encodeproject.org/files/ENCFF139IXQ/@@download/ENCFF139IXQ.tsv	hg19			released			inconsistent assay_term_name		
ENCFF664LYH	tsv	gene quantifications	ENCSR109IQO	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2015-10-01	ENCODE				1							ENCFF544VNJ, ENCFF940AZB	9953004	ENCODE Processing Pipeline	f929b702f987a7f849ad15726140d5f8		https://www.encodeproject.org/files/ENCFF664LYH/@@download/ENCFF664LYH.tsv	GRCh38			released			inconsistent assay_term_name		
ENCFF855OAF	tsv	gene quantifications	ENCSR109IQO	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2015-10-01	ENCODE				2							ENCFF308HYY, ENCFF940AZB	9943200	ENCODE Processing Pipeline	12121ba589f09a5205acba44c22dbd26		https://www.encodeproject.org/files/ENCFF855OAF/@@download/ENCFF855OAF.tsv	GRCh38			released			inconsistent assay_term_name		
ENCFF097JQF	tsv	gene quantifications	ENCSR000AFJ	RNA-seq	UBERON:0001871	temporal lobe	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF105UGX, ENCFF826ONU	9565067	ENCODE Processing Pipeline	596f5c0978caddee32853c6fbcf41ce3		https://www.encodeproject.org/files/ENCFF097JQF/@@download/ENCFF097JQF.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF011IOJ	tsv	gene quantifications	ENCSR000AFJ	RNA-seq	UBERON:0001871	temporal lobe	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF826ONU, ENCFF992CGA	9535459	ENCODE Processing Pipeline	f8e66063569dd36569fe2de9a9cca7ac		https://www.encodeproject.org/files/ENCFF011IOJ/@@download/ENCFF011IOJ.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF682JEP	tsv	gene quantifications	ENCSR000AFJ	RNA-seq	UBERON:0001871	temporal lobe	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF940AZB, ENCFF974GJU	9933058	ENCODE Processing Pipeline	94e91a1c73cc351ab284e690e6db299a		https://www.encodeproject.org/files/ENCFF682JEP/@@download/ENCFF682JEP.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF845GMQ	tsv	gene quantifications	ENCSR000AFJ	RNA-seq	UBERON:0001871	temporal lobe	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF291WKM, ENCFF940AZB	9904018	ENCODE Processing Pipeline	21e5be856c489ae5e3d512f4feb7bd2d		https://www.encodeproject.org/files/ENCFF845GMQ/@@download/ENCFF845GMQ.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF857UYC	tsv	gene quantifications	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF762OXG, ENCFF826ONU	9475611	ENCODE Processing Pipeline	81bba339e9cb643c579de53e2e36c0cd		https://www.encodeproject.org/files/ENCFF857UYC/@@download/ENCFF857UYC.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF726GGW	tsv	gene quantifications	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF621QDF, ENCFF826ONU	9499086	ENCODE Processing Pipeline	78f6f736e60524c6a954369df23ecdb2		https://www.encodeproject.org/files/ENCFF726GGW/@@download/ENCFF726GGW.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF803YED	tsv	gene quantifications	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF538UWI, ENCFF940AZB	9864027	ENCODE Processing Pipeline	f89da79466c3640c0275d34f9660c86c		https://www.encodeproject.org/files/ENCFF803YED/@@download/ENCFF803YED.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF455HQT	tsv	gene quantifications	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF940AZB, ENCFF943MJJ	9839496	ENCODE Processing Pipeline	a3e1f5f44a1e3510cc703050bd0cd6f1		https://www.encodeproject.org/files/ENCFF455HQT/@@download/ENCFF455HQT.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF544IOL	tsv	gene quantifications	ENCSR000CTW	RNA-seq	CL:0000236	B cell	primary cell	Homo sapiens					RNA	rRNA, polyadenylated mRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF732WSK, ENCFF940AZB	9838865	ENCODE Processing Pipeline	14e0c285eea625e83eaece484f7ac457		https://www.encodeproject.org/files/ENCFF544IOL/@@download/ENCFF544IOL.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF898BMZ	tsv	gene quantifications	ENCSR000CTW	RNA-seq	CL:0000236	B cell	primary cell	Homo sapiens					RNA	rRNA, polyadenylated mRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF833AHG, ENCFF940AZB	9816705	ENCODE Processing Pipeline	0730a026dbf72d565ef1bfa3194af5d1		https://www.encodeproject.org/files/ENCFF898BMZ/@@download/ENCFF898BMZ.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF366CLN	tsv	gene quantifications	ENCSR000CTW	RNA-seq	CL:0000236	B cell	primary cell	Homo sapiens					RNA	rRNA, polyadenylated mRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF561PKQ, ENCFF826ONU	9477407	ENCODE Processing Pipeline	ac5e122f5037e9f0e14ccf439bbb52ae		https://www.encodeproject.org/files/ENCFF366CLN/@@download/ENCFF366CLN.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF984IRI	tsv	gene quantifications	ENCSR000CTW	RNA-seq	CL:0000236	B cell	primary cell	Homo sapiens					RNA	rRNA, polyadenylated mRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF768EEE, ENCFF826ONU	9458093	ENCODE Processing Pipeline	af4585d0e4f53415b4370e0ace2712a4		https://www.encodeproject.org/files/ENCFF984IRI/@@download/ENCFF984IRI.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF608SHV	tsv	gene quantifications	ENCSR069CMT	RNA-seq	UBERON:0002370	thymus	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF623ADL, ENCFF940AZB	10173935	ENCODE Processing Pipeline	66e08bd86f3a06661943a5e365a81d09		https://www.encodeproject.org/files/ENCFF608SHV/@@download/ENCFF608SHV.tsv	GRCh38			released			missing RIN	insufficient read length	
ENCFF836PKV	tsv	gene quantifications	ENCSR069CMT	RNA-seq	UBERON:0002370	thymus	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF453VVV, ENCFF826ONU	9796950	ENCODE Processing Pipeline	d2790930abe48f2752c1cb5a75fbf083		https://www.encodeproject.org/files/ENCFF836PKV/@@download/ENCFF836PKV.tsv	hg19			released			missing RIN	insufficient read length	
ENCFF249RAD	tsv	gene quantifications	ENCSR000CPI	RNA-seq	CL:0000312	keratinocyte	primary cell	Homo sapiens					RNA	rRNA, polyadenylated mRNA	see document	see document		True	2011-10-17	ENCODE				2							ENCFF802BSA, ENCFF826ONU	9525805	ENCODE Processing Pipeline	5eafdcb65ee9228b5b67e6387c358c44		https://www.encodeproject.org/files/ENCFF249RAD/@@download/ENCFF249RAD.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF852SRQ	tsv	gene quantifications	ENCSR000CPI	RNA-seq	CL:0000312	keratinocyte	primary cell	Homo sapiens					RNA	rRNA, polyadenylated mRNA	see document	see document		True	2011-10-17	ENCODE				5							ENCFF307TDQ, ENCFF826ONU	9505505	ENCODE Processing Pipeline	c45e2fe9132d6d5e7750f9f534858a79		https://www.encodeproject.org/files/ENCFF852SRQ/@@download/ENCFF852SRQ.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF050NVH	tsv	gene quantifications	ENCSR000CPI	RNA-seq	CL:0000312	keratinocyte	primary cell	Homo sapiens					RNA	rRNA, polyadenylated mRNA	see document	see document		True	2011-10-17	ENCODE				1							ENCFF545QUI, ENCFF826ONU	9529963	ENCODE Processing Pipeline	942217e1d244334d6c2d14bbff596765		https://www.encodeproject.org/files/ENCFF050NVH/@@download/ENCFF050NVH.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF090BNW	tsv	gene quantifications	ENCSR000CPI	RNA-seq	CL:0000312	keratinocyte	primary cell	Homo sapiens					RNA	rRNA, polyadenylated mRNA	see document	see document		True	2011-10-17	ENCODE				5							ENCFF813YUC, ENCFF940AZB	9873943	ENCODE Processing Pipeline	2668dbb5b37e46020ad425434a56fc5c		https://www.encodeproject.org/files/ENCFF090BNW/@@download/ENCFF090BNW.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF795NTJ	tsv	gene quantifications	ENCSR000CPI	RNA-seq	CL:0000312	keratinocyte	primary cell	Homo sapiens					RNA	rRNA, polyadenylated mRNA	see document	see document		True	2011-10-17	ENCODE				2							ENCFF681SQH, ENCFF940AZB	9894590	ENCODE Processing Pipeline	2807682b5afebd99c40b9b3459f08583		https://www.encodeproject.org/files/ENCFF795NTJ/@@download/ENCFF795NTJ.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF375RIX	tsv	gene quantifications	ENCSR000CPI	RNA-seq	CL:0000312	keratinocyte	primary cell	Homo sapiens					RNA	rRNA, polyadenylated mRNA	see document	see document		True	2011-10-17	ENCODE				1							ENCFF339ZIG, ENCFF940AZB	9898370	ENCODE Processing Pipeline	c6f8e2177ff2773b26e74238e513b69c		https://www.encodeproject.org/files/ENCFF375RIX/@@download/ENCFF375RIX.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF643UJO	tsv	gene quantifications	ENCSR592EZK	RNA-seq	UBERON:0002168	left lung	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF286WWX, ENCFF940AZB	10180620	ENCODE Processing Pipeline	e0ea8afce08cfc96446347b00f1591be		https://www.encodeproject.org/files/ENCFF643UJO/@@download/ENCFF643UJO.tsv	GRCh38			released			missing RIN	insufficient read length	
ENCFF735RLM	tsv	gene quantifications	ENCSR592EZK	RNA-seq	UBERON:0002168	left lung	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF415RDH, ENCFF826ONU	9786280	ENCODE Processing Pipeline	5ebaaa44cc2ac3257a0adca8bc54f815		https://www.encodeproject.org/files/ENCFF735RLM/@@download/ENCFF735RLM.tsv	hg19			released			missing RIN	insufficient read length	
ENCFF468KRF	tsv	gene quantifications	ENCSR094VRQ	RNA-seq	UBERON:0008367	breast epithelium	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF732KIE, ENCFF940AZB	9858514	ENCODE Processing Pipeline	59b81511e01c37852017b4b6fd9f8fd1		https://www.encodeproject.org/files/ENCFF468KRF/@@download/ENCFF468KRF.tsv	GRCh38			released			inconsistent assay_term_name		
ENCFF632JRL	tsv	gene quantifications	ENCSR094VRQ	RNA-seq	UBERON:0008367	breast epithelium	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF393KJX, ENCFF826ONU	9511836	ENCODE Processing Pipeline	83536fc1a009b1c93f7a89d64818dc3b		https://www.encodeproject.org/files/ENCFF632JRL/@@download/ENCFF632JRL.tsv	hg19			released			inconsistent assay_term_name		
ENCFF708QKN	tsv	gene quantifications	ENCSR504NIU	RNA-seq	UBERON:0002190	subcutaneous adipose tissue	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF509VBX, ENCFF940AZB	9853258	ENCODE Processing Pipeline	bd322919d2b993d3c941516b7bdf2782		https://www.encodeproject.org/files/ENCFF708QKN/@@download/ENCFF708QKN.tsv	GRCh38			released			inconsistent assay_term_name		
